,Mean hemoglobin level of women of reproductive age (aged 15-49 years),"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Maternal Disorders,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of pregnant women (aged 15-49 years)
1592,126.0,48.3,27.1,1.7529411764705882,1.89661,4.296251353617528e-06,27.9,117.0
1593,126.0,48.9,27.1,1.7529411764705882,1.85471,4.022101685355244e-06,28.3,117.0
1594,123.0,24.6,21.5,15.4,12.84309,6.575088554962522e-05,36.5,115.0
1595,124.0,25.2,21.6,15.2,12.60094,6.91863683086898e-05,35.6,115.0
1596,124.0,25.8,21.7,15.0,12.36026,7.478048810886378e-05,34.7,115.0
1597,124.0,26.5,21.8,14.7,12.11811,8.565443884662404e-05,33.9,115.0
1598,125.0,27.1,21.8,14.5,11.88631,9.091404985726494e-05,33.1,115.0
1599,125.0,27.8,21.9,14.3,11.65227,9.57278332837352e-05,32.4,116.0
1600,125.0,28.6,22.0,14.1,11.43161,9.587338044328932e-05,31.7,116.0
1601,126.0,29.3,22.1,13.9,11.21125,0.0001006856536507,30.9,116.0
1602,126.0,30.1,22.2,13.7,10.98993,0.0001065013320497,30.2,116.0
1603,126.0,31.0,22.2,13.4,10.78435,0.0001028111812639,29.5,116.0
1604,126.0,31.9,22.3,13.2,10.56838,0.0001015862034474,29.1,116.0
1605,127.0,32.8,22.4,13.0,10.35275,9.87071442152938e-05,28.5,116.0
1606,127.0,33.8,22.4,12.8,10.1407,9.945646008558435e-05,27.9,116.0
1607,127.0,34.8,22.5,12.5,9.93416,9.91642826781174e-05,27.5,116.0
1608,127.0,35.8,22.6,12.3,9.73016,9.474729249313082e-05,27.3,116.0
1609,127.0,36.8,22.6,12.1,9.51394,9.34435008248186e-05,27.1,116.0
1610,127.0,37.8,22.7,11.9,9.29526,8.704245111542342e-05,27.0,116.0
1611,127.0,38.8,22.13529411764706,13.647058823529411,9.07052,8.069285541372452e-05,26.9,116.0
1612,127.0,39.8,22.13529411764706,13.647058823529411,8.84915,7.711785549033167e-05,27.1,116.0
1613,127.0,40.8,22.13529411764706,13.647058823529411,8.61006,7.628723261960694e-05,27.5,115.0
1614,117.0,18.8,22.9,11.5,28.04697,0.0002860803455112,52.6,107.0
1615,117.0,19.2,22.9,11.4,27.22333,0.0002716626725785,51.5,107.0
1616,117.0,19.7,23.0,11.2,30.32083,0.0002637087696242,50.3,107.0
1617,118.0,20.2,23.0,11.1,33.57011,0.0002635680689811,49.6,107.0
1618,118.0,20.7,23.0,10.9,24.85484,0.0002632388391739,48.8,107.0
1619,118.0,21.3,23.1,10.7,24.07654,0.0002583544561706,48.0,107.0
1620,118.0,21.9,23.1,10.5,23.30562,0.0002452048296984,47.2,108.0
1621,119.0,22.6,23.2,10.3,22.51439,0.0002486286433041,46.3,108.0
1622,119.0,23.3,23.2,10.1,21.72442,0.0002447410468231,45.5,108.0
1623,119.0,24.1,23.2,10.0,21.01905,0.0002464145703288,44.7,108.0
1624,120.0,25.0,23.2,9.8,20.34602,0.0002496556380384,44.0,109.0
1625,120.0,26.0,23.2,9.6,19.72272,0.0002424233461604,43.3,109.0
1626,120.0,27.1,23.2,9.4,19.17713,0.0002309738505707,42.8,109.0
1627,120.0,28.1,23.2,9.2,18.65055,0.0002140510208403,42.4,109.0
1628,121.0,29.3,23.1,9.0,23.05469,0.000201597630678,42.1,109.0
1629,121.0,30.5,23.1,8.8,17.57884,0.0001887662173299,41.9,109.0
1630,121.0,31.7,23.1,8.7,17.07686,0.0001781418548706,41.8,109.0
1631,121.0,33.0,23.1,10.129411764705882,16.55985,0.0001666159706174,41.7,110.0
1632,121.0,34.3,23.1,10.129411764705882,16.03092,0.0001629840148546,41.8,110.0
1633,121.0,35.6,23.1,10.129411764705882,15.53356,0.0001543580049238,41.9,110.0
1634,124.0,24.5,25.8,3.4,4.85639,5.6580475092592e-06,32.6,116.0
1635,124.0,25.2,25.9,3.3,4.70032,5.71331717099387e-06,32.1,116.0
1636,124.0,25.8,25.9,3.2,4.55134,5.576997043633868e-06,31.8,116.0
1637,125.0,26.6,26.0,3.1,4.42901,5.263029900906221e-06,31.4,116.0
1638,125.0,27.4,26.0,3.0,4.33135,4.961828476323484e-06,31.1,116.0
1639,125.0,28.2,26.1,2.9,4.23219,4.673275717036271e-06,30.7,116.0
1640,125.0,29.1,26.2,2.8,4.11941,4.566033983468928e-06,30.3,116.0
1641,125.0,30.0,26.2,2.7,4.001,5.950516496567296e-06,29.8,116.0
1642,125.0,30.9,26.3,2.6,3.88499,6.4651281493457534e-06,29.5,116.0
1643,125.0,31.8,26.4,2.6,3.77138,6.957229011581731e-06,29.1,117.0
1644,125.0,32.7,26.4,2.5,3.66043,6.19055710990127e-06,28.8,117.0
1645,125.0,33.6,26.5,2.4,7.61542,5.759355922133508e-06,28.7,117.0
1646,128.0,50.5,25.9,0.7,2.95639,1.0945748219879283e-06,22.0,118.0
1647,129.0,51.3,26.0,0.6,2.85587,1.0971688381009431e-06,21.6,118.0
1648,129.0,52.1,26.1,0.6,2.76796,1.37618517066898e-06,21.1,118.0
1649,129.0,52.8,26.1,0.6,2.69,5.524718418913984e-07,20.8,118.0
1650,129.0,53.5,26.2,0.6,2.61872,1.1086784857336638e-06,20.2,119.0
1651,129.0,54.2,26.3,0.6,2.54959,8.34117171775588e-07,19.4,119.0
1652,130.0,54.9,26.4,0.6,2.47773,2.788695520741481e-07,19.0,119.0
1653,130.0,55.6,26.4,0.6,2.40421,5.593718701395829e-07,18.7,120.0
1654,130.0,56.4,26.5,0.5,2.32357,8.414663392427644e-07,18.5,120.0
1655,130.0,57.1,26.6,0.5,2.23828,2.812797892876842e-07,18.4,120.0
1656,130.0,57.9,26.6,0.5,2.14981,5.641241310020339e-07,18.4,120.0
1657,130.0,58.6,26.7,0.5,2.05962,5.656833299062352e-07,18.5,120.0
1658,130.0,59.4,26.8,0.5,1.97007,8.508801362315823e-07,18.7,120.0
1659,129.0,60.2,26.8,0.5,1.88195,5.688511879603784e-07,18.9,120.0
1660,129.0,61.0,26.9,0.5,1.79608,5.704932884317082e-07,19.0,120.0
1661,129.0,61.8,27.0,0.4,1.71178,8.582914963911704e-07,19.0,120.0
1662,129.0,62.5,27.0,0.4,1.62918,5.739706052433937e-07,19.1,120.0
1663,129.0,63.3,26.488235294117647,0.5411764705882353,1.54989,5.75840828381582e-07,19.3,120.0
1664,129.0,64.0,26.488235294117647,0.5411764705882353,1.47381,5.75840828381582e-07,19.6,120.0
1665,129.0,64.7,26.488235294117647,0.5411764705882353,1.40095,5.799313593243104e-07,19.9,120.0
1666,133.0,37.6,26.0,0.8,1.01772,0.0,8.7,122.0
1667,133.0,38.4,26.1,0.7,0.96008,0.0,8.5,122.0
1668,133.0,39.2,26.2,0.7,0.90513,0.0,8.4,122.0
1669,133.0,40.1,26.3,0.7,0.85434,0.0,8.4,122.0
1670,133.0,41.0,26.4,0.7,0.80709,0.0,8.4,122.0
1671,133.0,41.9,26.4,0.6,0.76318,0.0,8.4,122.0
1672,133.0,43.0,26.5,0.6,0.72177,0.0,8.5,122.0
1673,133.0,44.0,26.6,0.6,0.68222,0.0,8.5,122.0
1674,133.0,45.1,26.7,0.6,0.64563,0.0,8.6,122.0
1675,133.0,46.3,26.7,0.6,0.61178,0.0,8.6,122.0
1676,133.0,47.6,26.8,0.5,0.5798,0.0,8.6,122.0
1677,133.0,48.8,26.8,0.5,0.54993,0.0,8.7,122.0
1678,132.0,50.1,26.9,0.5,0.52259,0.0,8.8,121.0
1679,132.0,51.4,26.9,0.5,0.49592,0.0,8.9,121.0
1680,132.0,52.7,26.9,0.5,0.47068,0.0,9.0,121.0
1681,132.0,53.9,27.0,0.4,0.44768,0.0,9.2,121.0
1682,132.0,55.2,27.0,0.4,0.42753,0.0,9.4,121.0
1683,132.0,56.4,26.6,0.5823529411764706,0.4107,0.0,9.6,121.0
1684,132.0,57.6,26.6,0.5823529411764706,0.39581,0.0,9.8,121.0
1685,132.0,58.8,26.6,0.5823529411764706,0.38105,0.0,10.1,121.0
1686,121.0,14.9,20.8,17.5,26.85981,0.0001670696029752,42.3,112.0
1687,121.0,15.2,20.8,17.4,26.05521,0.0001645423651603,42.0,112.0
1688,121.0,15.6,20.9,17.2,25.26598,0.000165731140684,41.8,112.0
1689,121.0,16.0,20.9,17.0,24.52084,0.0001621854524521,41.4,112.0
1690,121.0,16.4,21.0,16.8,23.82676,0.0001570225551925,40.9,112.0
1691,122.0,16.8,21.0,16.7,23.19701,0.0001487535825913,40.3,113.0
1692,122.0,17.3,21.1,16.5,22.61649,0.0001402594848158,39.8,113.0
1693,122.0,17.8,21.1,16.3,22.07321,0.0001317818010104,39.3,113.0
1694,122.0,18.3,21.2,16.1,21.57753,0.0001312208145948,38.7,113.0
1695,123.0,18.9,21.2,15.9,21.1058,0.0001283072028855,38.1,113.0
1696,123.0,19.5,21.2,15.6,20.70767,0.000124425308258,37.7,113.0
1697,123.0,20.1,21.3,15.4,20.34638,0.0001199933230625,37.4,114.0
1698,123.0,20.8,21.3,15.2,19.98098,0.0001144981589085,37.3,114.0
1699,123.0,21.5,21.4,15.0,19.69289,0.000109718090716,37.2,114.0
1700,123.0,22.3,21.4,14.8,19.45553,0.0001050184189362,37.2,114.0
1701,123.0,23.1,21.5,14.5,19.20856,0.0001004021440543,37.2,114.0
1702,123.0,24.0,21.5,14.3,18.97896,9.654004271256312e-05,37.3,114.0
1703,123.0,24.9,21.15294117647059,16.011764705882353,18.75863,9.272465497998834e-05,37.4,114.0
1704,123.0,25.8,21.15294117647059,16.011764705882353,18.49304,9.119201605469928e-05,37.5,114.0
1705,123.0,26.7,21.15294117647059,16.011764705882353,18.19443,8.506541813239672e-05,37.7,114.0
1706,122.0,12.8,21.5,15.6,24.93081,0.00011752738316,37.1,112.0
1707,122.0,13.1,21.6,15.4,23.86356,0.0001122134763685,36.7,112.0
1708,122.0,13.5,21.7,15.3,22.8425,0.0001093892931397,36.4,112.0
1709,123.0,13.8,21.7,15.1,21.8904,0.0001077613405917,36.1,112.0
1710,123.0,14.2,21.8,15.0,21.00801,0.0001054022415898,35.7,112.0
1711,123.0,14.6,21.9,14.8,20.17332,0.0001001325663272,35.0,112.0
1712,123.0,15.1,22.0,14.6,19.40376,9.519560965642902e-05,34.2,112.0
1713,124.0,15.6,22.0,14.5,18.68236,9.23220059478136e-05,33.3,113.0
1714,124.0,16.1,22.1,14.3,17.99519,9.060646221700268e-05,32.3,113.0
1715,125.0,16.7,22.1,14.1,17.35344,8.843046700402435e-05,31.3,113.0
1716,125.0,17.4,22.2,14.0,16.7276,8.622754491017964e-05,30.5,114.0
1717,125.0,18.2,22.3,13.8,16.11055,8.186783609202751e-05,29.9,114.0
1718,125.0,19.0,22.3,13.7,15.51243,7.713022154446192e-05,29.6,114.0
1719,125.0,19.9,22.4,13.5,14.9351,7.30738484550901e-05,29.4,114.0
1720,125.0,20.9,22.4,13.3,14.36053,6.9308493787813e-05,29.4,114.0
1721,125.0,22.0,22.5,13.2,13.82661,6.598899152337816e-05,29.5,114.0
1722,125.0,23.1,22.6,13.0,13.32063,6.429607231230878e-05,29.6,114.0
1723,125.0,24.2,22.064705882352943,14.305882352941175,12.87111,6.180664846893427e-05,29.9,114.0
1724,125.0,25.4,22.064705882352943,14.305882352941175,12.44677,6.143206272063769e-05,30.2,114.0
1725,125.0,26.7,22.064705882352943,14.305882352941175,12.04442,5.845250670350207e-05,30.6,114.0
1726,123.0,33.8,23.5,11.5,3.35388,1.537711688042875e-05,35.0,113.0
1727,123.0,34.5,23.6,11.1,3.25159,1.3649371901403004e-05,34.6,113.0
1728,123.0,35.3,23.8,10.7,3.16445,1.264279355825371e-05,34.1,114.0
1729,123.0,36.0,23.9,10.3,3.09221,1.2057685898568496e-05,33.4,114.0
1730,123.0,36.7,24.0,10.0,3.02742,1.1304995269173509e-05,32.8,114.0
1731,124.0,37.4,24.1,9.6,2.96336,1.0743942957749734e-05,32.4,114.0
1732,124.0,38.2,24.2,9.2,2.89957,1.0176997277331653e-05,31.9,114.0
1733,124.0,38.9,24.3,8.9,2.8371,9.815746539577535e-06,31.4,115.0
1734,124.0,39.6,24.4,8.5,2.77894,9.79612437539655e-06,31.0,115.0
1735,124.0,40.4,24.5,8.2,2.72643,9.77788878557399e-06,30.6,115.0
1736,124.0,41.1,24.6,7.9,2.68176,9.08938894124817e-06,30.4,115.0
1737,124.0,41.8,24.8,7.5,2.64574,8.841361196477046e-06,30.2,115.0
1738,125.0,42.4,24.9,7.2,2.62117,8.464715774720945e-06,30.0,115.0
1739,125.0,43.1,25.0,6.9,2.60862,7.796575662965441e-06,30.1,115.0
1740,124.0,43.7,25.1,6.6,2.6052,8.1799993562407e-06,30.4,115.0
1741,124.0,44.3,25.2,6.4,2.60815,8.160229414526807e-06,30.7,115.0
1742,124.0,44.9,25.3,6.1,2.61373,7.948313474504427e-06,30.9,115.0
1743,124.0,45.5,24.423529411764704,8.623529411764705,2.61974,8.093813802514513e-06,31.3,115.0
1744,124.0,46.1,24.423529411764704,8.623529411764705,2.62214,8.125679211185829e-06,31.6,115.0
1745,124.0,46.6,24.423529411764704,8.623529411764705,2.61632,7.911141561594814e-06,32.0,115.0
1746,119.0,25.4,22.3,15.9,4.9471,4.33360779516036e-05,47.9,109.0
1747,119.0,26.1,22.4,15.6,4.7194,3.595793575297552e-05,47.0,109.0
1748,119.0,26.8,22.5,15.3,4.51132,3.527280306552725e-05,46.2,109.0
1749,120.0,27.4,22.7,14.9,4.31977,3.139816006782003e-05,45.6,110.0
1750,120.0,28.1,22.8,14.6,6.89274,2.7556728587656426e-05,45.0,110.0
1751,120.0,28.9,22.9,14.2,3.97384,2.676595845923247e-05,44.7,110.0
1752,120.0,29.6,23.1,13.8,3.81187,2.2980647422289502e-05,44.4,110.0
1753,120.0,30.4,23.2,13.4,3.65235,2.191972994892703e-05,44.2,110.0
1754,120.0,31.2,23.4,13.1,3.496,2.072941633737125e-05,44.1,110.0
1755,120.0,32.0,23.5,12.7,3.33768,2.018499548360726e-05,44.1,110.0
1756,120.0,32.8,23.7,12.3,3.1784,2.0219891318084166e-05,44.4,110.0
1757,120.0,33.6,23.9,11.9,3.02154,1.7721563852060385e-05,44.8,110.0
1758,120.0,34.3,24.0,11.5,2.86236,1.7746183936661335e-05,45.5,110.0
1759,120.0,35.1,24.2,11.1,2.70055,1.7767038590007818e-05,46.3,110.0
1760,119.0,35.8,24.3,10.7,2.54408,1.7784778770055514e-05,47.3,110.0
1761,119.0,36.6,24.5,10.3,2.39068,1.7800245643389878e-05,48.3,110.0
1762,119.0,37.3,24.6,10.0,2.24253,1.7813517915309445e-05,49.4,110.0
1763,118.0,38.0,23.41176470588235,13.01764705882353,2.10046,1.7824903427219645e-05,50.4,110.0
1764,118.0,38.7,23.41176470588235,13.01764705882353,1.96849,1.7824903427219645e-05,51.4,110.0
1765,118.0,39.4,23.41176470588235,13.01764705882353,1.85108,1.784726312220021e-05,52.3,110.0
1766,112.0,25.0,21.6,14.4,32.71536,0.0002432015378095,63.1,103.0
1767,112.0,25.6,21.7,14.2,32.00219,0.0002352158632216,62.7,104.0
1768,112.0,26.1,21.8,14.0,31.2964,0.0002262986077421,62.3,104.0
1769,112.0,26.8,21.9,13.8,30.60709,0.0002148782535917,62.0,104.0
1770,112.0,27.4,22.0,13.6,29.9541,0.0002085847814277,61.5,104.0
1771,113.0,28.1,22.1,13.4,29.30632,0.0002010083548269,61.0,104.0
1772,113.0,28.8,22.2,13.1,28.68607,0.0001989308990704,60.5,104.0
1773,113.0,29.6,22.3,12.9,28.08282,0.0001954765810676,60.0,104.0
1774,113.0,30.5,22.4,12.7,27.52108,0.0001960183692416,59.4,104.0
1775,114.0,31.4,22.5,12.5,26.96883,0.0001936291328903,58.9,104.0
1776,114.0,32.4,22.5,12.2,26.43625,0.0001942542210789,58.5,105.0
1777,114.0,33.4,22.6,12.0,25.93434,0.0001969646121894,58.2,105.0
1778,114.0,34.5,22.7,11.8,25.44742,0.0002005021360633,58.0,105.0
1779,114.0,35.6,22.7,11.6,24.96652,0.0001986253357039,58.0,105.0
1780,114.0,36.8,22.8,11.3,24.4856,0.00019859825291,58.0,105.0
1781,114.0,38.0,22.8,11.1,24.00032,0.0001988156187768,58.2,105.0
1782,114.0,39.2,22.9,10.9,23.52478,0.0002028610787746,58.4,105.0
1783,114.0,40.5,22.323529411764707,12.676470588235292,23.06378,0.000204047840553,58.6,105.0
1784,114.0,41.7,22.323529411764707,12.676470588235292,22.60071,0.0002083957081233,58.8,105.0
1785,114.0,43.0,22.323529411764707,12.676470588235292,22.12376,0.0002018565758564,59.0,105.0
1786,131.0,51.9,27.1,0.7,1.20029,0.0,13.5,119.0
1787,131.0,52.7,27.1,0.7,1.18946,0.0,13.2,119.0
1788,131.0,53.7,27.2,0.7,1.17487,0.0,13.0,119.0
1789,131.0,54.6,27.3,0.6,1.16129,0.0,12.8,119.0
1790,131.0,55.6,27.4,0.6,1.14513,0.0,12.6,119.0
1791,131.0,56.6,27.4,0.6,1.12795,0.0,12.4,119.0
1792,131.0,57.7,27.5,0.6,1.10794,2.498663215179879e-06,12.3,119.0
1793,131.0,58.7,27.5,0.6,1.0873,2.488304966656713e-06,12.2,119.0
1794,131.0,59.7,27.6,0.5,1.0649,2.4781182161513835e-06,12.2,119.0
1795,131.0,60.8,27.6,0.5,1.04197,2.4681302679155405e-06,12.1,119.0
1796,131.0,61.8,27.6,0.5,1.01703,2.4583856764616945e-06,12.1,119.0
1797,131.0,62.8,27.7,0.5,0.99396,0.0,12.1,119.0
1798,131.0,63.8,27.7,0.5,0.97065,2.4400003904000624e-06,12.1,119.0
1799,131.0,64.7,27.7,0.4,0.94725,0.0,12.2,119.0
1800,131.0,65.6,27.7,0.4,0.92531,2.423331838945366e-06,12.2,119.0
1801,131.0,66.5,27.7,0.4,0.90287,0.0,12.4,119.0
1802,131.0,67.3,27.7,0.4,0.88056,0.0,12.6,119.0
1803,131.0,68.1,27.5,0.5411764705882353,0.85833,0.0,12.8,119.0
1804,131.0,68.8,27.5,0.5411764705882353,0.83513,0.0,13.2,119.0
1805,131.0,69.5,27.5,0.5411764705882353,0.81027,0.0,13.6,119.0
1806,118.0,18.2,22.2,13.5,12.94391,0.0002683069511493,48.0,107.0
1807,118.0,18.6,22.3,13.3,12.51372,0.0002622972798641,47.8,107.0
1808,118.0,19.0,22.4,13.0,12.09199,0.0002526744546126,47.6,108.0
1809,118.0,19.5,22.5,12.8,11.70833,0.0002411788198316,47.4,108.0
1810,118.0,20.0,22.6,12.6,11.34991,0.0002351917698054,47.2,108.0
1811,119.0,20.5,22.7,12.3,11.03855,0.0002258682979925,47.1,108.0
1812,119.0,21.1,22.8,12.1,10.69846,0.0002182804928395,46.8,108.0
1813,119.0,21.7,22.8,11.8,10.38211,0.0002042628893572,46.5,108.0
1814,119.0,22.4,22.9,11.6,10.07013,0.0001924755796608,46.1,108.0
1815,119.0,23.2,23.0,11.4,9.79859,0.0001885293623297,45.7,108.0
1816,119.0,24.0,23.0,11.1,9.52676,0.0001797158243527,45.3,108.0
1817,119.0,24.9,23.1,10.9,9.2758,0.0001739986848015,44.9,109.0
1818,120.0,25.9,23.1,10.7,8.98059,0.0001708747806387,44.5,109.0
1819,120.0,26.9,23.1,10.5,8.70228,0.0001652310762419,44.2,109.0
1820,120.0,27.9,23.2,10.2,8.46143,0.0001555388611143,43.8,109.0
1821,120.0,29.0,23.2,10.0,8.20757,0.000150137542671,43.6,109.0
1822,120.0,30.2,23.2,9.8,7.97391,0.0001435838808601,43.3,109.0
1823,120.0,31.3,22.829411764705885,11.623529411764704,7.74472,0.0001410110385037,43.1,109.0
1824,120.0,32.5,22.829411764705885,11.623529411764704,7.51357,0.0001362219843658,42.9,110.0
1825,120.0,33.7,22.829411764705885,11.623529411764704,7.29604,0.0001274613422495,42.8,110.0
1826,132.0,41.2,23.9,11.1,2.79093,4.216093334187795e-06,17.9,115.0
1827,132.0,41.9,24.0,10.9,2.72772,5.008857329377449e-06,18.0,115.0
1828,132.0,42.7,24.0,10.8,2.66554,2.480179234285997e-06,18.0,115.0
1829,131.0,43.4,24.1,10.7,2.60534,4.913988815761455e-06,18.1,115.0
1830,131.0,44.2,24.1,10.5,2.54584,4.869896652676536e-06,18.2,116.0
1831,131.0,45.0,24.2,10.4,2.48806,4.827726599405707e-06,18.3,116.0
1832,131.0,45.8,24.2,10.3,2.43182,4.786883938009853e-06,18.3,116.0
1833,131.0,46.7,24.3,10.2,2.37651,5.538417231123689e-06,18.3,116.0
1834,131.0,47.6,24.3,10.0,2.32139,6.278503424531212e-06,18.3,117.0
1835,131.0,48.7,24.3,9.9,2.26762,7.007904916746089e-06,18.3,117.0
1836,131.0,49.8,24.4,9.8,2.21513,5.409147951014756e-06,18.4,117.0
1837,131.0,50.9,24.4,9.7,2.16311,5.369263421432719e-06,18.6,118.0
1838,131.0,52.2,24.4,9.5,2.11353,6.854035694294777e-06,19.0,118.0
1839,130.0,53.4,24.5,9.4,2.06601,6.050347970637661e-06,19.4,118.0
1840,130.0,54.7,24.5,9.3,2.01951,6.0098185410414265e-06,20.0,118.0
1841,130.0,56.0,24.5,9.2,1.97519,4.478190094691329e-06,20.5,118.0
1842,130.0,57.4,24.6,9.1,1.93455,5.191946252972389e-06,21.2,118.0
1843,129.0,58.7,24.27647058823529,10.047058823529412,1.89509,6.635269554139376e-06,21.9,118.0
1844,129.0,59.9,24.27647058823529,10.047058823529412,1.85709,5.160765208775071e-06,22.6,118.0
1845,129.0,61.2,24.27647058823529,10.047058823529412,1.82085,5.1022416334170585e-06,23.4,118.0
1846,129.0,29.7,26.3,2.0,3.26992,1.532124211461402e-05,23.2,118.0
1847,130.0,30.0,26.4,1.9,3.19272,1.441030920829623e-05,22.3,118.0
1848,130.0,30.4,26.5,1.8,3.12642,1.452967453294854e-05,21.5,119.0
1849,130.0,30.9,26.6,1.7,3.07393,1.4336943273449457e-05,20.8,119.0
1850,131.0,31.5,26.7,1.7,3.03418,1.3405158815785031e-05,20.2,119.0
1851,131.0,32.2,26.7,1.6,3.00685,1.3304720933054713e-05,19.5,119.0
1852,131.0,33.0,26.8,1.5,2.9876,1.2359291145513454e-05,18.9,119.0
1853,132.0,33.9,26.9,1.5,2.97,1.1895027021306397e-05,18.2,120.0
1854,132.0,34.8,26.9,1.4,2.94835,1.195939444538422e-05,17.6,120.0
1855,132.0,35.8,27.0,1.3,2.91813,1.2453715339826554e-05,17.0,120.0
1856,132.0,36.8,27.1,1.3,2.87535,1.082077335258038e-05,16.5,120.0
1857,132.0,37.9,27.1,1.2,2.82193,1.0217699968653996e-05,16.0,120.0
1858,132.0,39.0,27.2,1.2,2.76542,1.0080416500892086e-05,15.6,120.0
1859,133.0,40.1,27.3,1.1,2.71115,9.80029898913917e-06,15.3,120.0
1860,133.0,41.3,27.3,1.1,2.66348,9.654402363206997e-06,15.1,120.0
1861,133.0,42.4,27.4,1.0,2.62586,9.015145106764594e-06,14.9,121.0
1862,133.0,43.6,27.5,1.0,2.59792,8.581517376396794e-06,14.8,121.0
1863,133.0,44.7,26.923529411764704,1.4294117647058824,2.57541,8.74361443682206e-06,14.8,121.0
1864,132.0,45.8,26.923529411764704,1.4294117647058824,2.55491,8.760127400819836e-06,14.9,121.0
1865,132.0,46.9,26.923529411764704,1.4294117647058824,2.52919,8.251595303026759e-06,15.1,120.0
1866,126.0,39.2,25.2,1.8,4.27334,3.109887888541618e-06,28.9,115.0
1867,126.0,39.9,25.2,1.8,4.09195,4.111152007668992e-06,28.5,115.0
1868,126.0,40.6,25.3,1.7,3.916,3.179346962133978e-06,28.1,115.0
1869,126.0,41.3,25.4,1.7,3.74779,2.4746649984125026e-06,27.6,116.0
1870,126.0,42.0,25.5,1.7,3.5903,2.5033726688280785e-06,27.1,116.0
1871,126.0,42.6,25.6,1.6,3.44398,2.532760625500695e-06,26.8,116.0
1872,126.0,43.3,25.7,1.6,3.30998,2.3070534313574704e-06,26.6,116.0
1873,127.0,44.0,25.8,1.5,3.18935,2.5937363342516888e-06,26.3,116.0
1874,127.0,44.7,25.9,1.5,3.08321,3.9351869463028e-06,26.1,116.0
1875,127.0,45.5,26.0,1.5,2.99011,2.3868259934898e-06,26.0,117.0
1876,127.0,46.3,26.1,1.4,2.91175,4.019509089315904e-06,25.9,117.0
1877,127.0,47.1,26.2,1.4,2.84814,2.165603129946204e-06,26.0,117.0
1878,127.0,47.9,26.3,1.4,2.79819,2.7345992157716367e-06,25.9,117.0
1879,127.0,48.8,26.3,1.3,2.76091,2.209990538478007e-06,25.8,117.0
1880,127.0,49.6,26.4,1.3,2.73564,2.232586384348676e-06,25.9,117.0
1881,127.0,50.5,26.5,1.3,2.71896,2.819405517069104e-06,25.9,117.0
1882,127.0,51.3,26.6,1.2,2.70881,2.2788873902039178e-06,25.9,117.0
1883,127.0,52.2,25.88235294117647,1.511764705882353,2.70254,1.7270555631194194e-06,26.0,117.0
1884,127.0,53.0,25.88235294117647,1.511764705882353,2.69863,1.7270555631194194e-06,26.0,117.0
1885,127.0,53.8,25.88235294117647,1.511764705882353,2.69089,1.7640848207263502e-06,26.0,117.0
1886,132.0,48.3,23.8,3.5,6.57577,3.303604645618951e-05,14.9,117.0
1887,132.0,49.2,23.9,3.4,5.99621,2.847138256294209e-05,15.0,117.0
1888,131.0,50.2,24.0,3.3,5.54731,2.477634791530716e-05,15.3,117.0
1889,131.0,51.1,24.1,3.2,5.23429,2.2269443019679003e-05,15.7,117.0
1890,131.0,52.1,24.2,3.1,5.05595,2.088815737066956e-05,16.0,117.0
1891,131.0,53.0,24.3,2.9,4.9993,1.9190549596405296e-05,16.0,117.0
1892,131.0,54.0,24.4,2.8,5.05327,1.7535396573308444e-05,15.5,117.0
1893,131.0,54.9,24.6,2.7,5.19836,1.6600119385348396e-05,15.2,117.0
1894,131.0,55.8,24.7,2.6,5.40295,1.60209286731567e-05,14.9,117.0
1895,131.0,56.7,24.8,2.5,5.63084,1.6441192157419812e-05,14.6,117.0
1896,131.0,57.6,25.0,2.4,5.82404,1.6197385223708565e-05,14.2,117.0
1897,131.0,58.5,25.1,2.3,5.92199,1.6276675396496622e-05,13.9,117.0
1898,131.0,59.3,25.3,2.2,5.8941,1.5723285273539568e-05,13.7,117.0
1899,131.0,60.1,25.4,2.1,5.73213,1.518665954236706e-05,13.7,117.0
1900,131.0,60.8,25.6,2.0,5.44543,1.405629546333064e-05,13.5,117.0
1901,131.0,61.5,25.7,1.9,5.07433,1.3260600946324704e-05,13.4,117.0
1902,131.0,62.1,25.9,1.8,4.65352,1.3082762746476276e-05,13.4,117.0
1903,131.0,62.7,24.75294117647059,2.6294117647058823,4.22111,1.2618496485602002e-05,13.5,117.0
1904,131.0,63.3,24.75294117647059,2.6294117647058823,3.80331,1.2325043078960095e-05,13.6,117.0
1905,131.0,63.9,24.75294117647059,2.6294117647058823,3.42498,1.1734583190467169e-05,13.9,117.0
1906,131.0,50.8,26.5,0.7,1.31576,1.5110145404929232e-06,15.9,121.0
1907,131.0,51.6,26.6,0.6,1.26078,1.521157783612263e-06,15.9,121.0
1908,131.0,52.4,26.7,0.6,1.20902,1.5302827656494367e-06,16.0,121.0
1909,131.0,53.2,26.8,0.6,1.1607,1.538376336079848e-06,16.1,121.0
1910,131.0,54.0,26.9,0.6,1.11489,0.0,16.2,121.0
1911,131.0,54.8,27.0,0.6,1.06898,0.0,16.4,121.0
